id;title;text;rating;fk_User_Id;fk_Product_Id
2684;Excellent yeast, not fussy at all;Nice fresh yeast. This brand has always performed exceptionally, and we have never had a dud. It doesnt impart harsh yeasty flavors to your fermentables. We have used this for wine and mead, holds up to higher alcohol, we dont even prime it, we just pitch and the airlocks are bubbling merrily away in a few hours.;;1612;295
2685;Great for most red wines;I have been making homemade wine for about eight years and have used the Red Star Pasteur Red Dried Wine Yeast on a number of occasions. I have had excellent results when using this for Cabernet Sauvignon and Zinfandel. Fermentation has always started quickly and the yeast works fast to produce an alcohol content of somewhere in the 13 range. Moreover, it has worked excellently even when the room temperature hasnt been ideal for making wine. There is no yeasty taste after fermentation. I highly recommend this for full-bodied red wines.;;703;295
2686;Better yeast for red wine;I used this after using Montrachet which had a horrible sulfur smell while fermenting. Much happier with this so far.;;2686;295
2687;Great Product, Very Viable, Good Dry Flavor;Made a ginger champagne with this yeast and a few batches of mead. The mead and champagne were both dry and had great flavor (the champagne was super dry). I bought the ten pack over a year and a half ago and it is still viable, I always test this dry yeast in a small bottle with sugar water before I add any to my mead and it has and still is to this day viable yeast. Great product!!;;2687;295
2688;Elderberry Wine;The package states that the yeast is sufficient for 5 gallons, but Im only doing a gallon at a time. Im also using it for elderberries not grapes. Start to finish is about 8-10 days and the alcohol content is on the mark.;;2688;295
2689;Four Stars;Found some better yeast at a local brew shop. Ill probably buy that next time.;;700;295
2690;Good fruit wine yeast.;This is the only yeast I use for all fruit wines. As long as I get the recipe right, this yeast will work.;;2690;295
2691;Packs a Punch;I was not able to gage the alcohol content but I can say that it packs a punch. I would say that at the least it is 14-15. In fact, I gave my mom a bottle, she has to mix it with a lower content alcohol (9), and it still knocks her out with one glass. I gave a bottle to another friend and she said that she was ready to sleep after a glass. I did cherries, added raisins clove and 1 cinnamon stick and let it ferment for 4 weeks then removed the fruit and let it set in the fermenter another 3-4 weeks. I will definitely use this again!;;1608;295
2692;Great Product, Very Viable, Good Dry Flavor;Made a ginger champagne with this yeast and a few batches of mead. The mead and champagne were both dry and had great flavor (the champagne was super dry). I bought the ten pack over a year and a half ago and it is still viable, I always test this dry yeast in a small bottle with sugar water before I add any to my mead and it has and still is to this day viable yeast. Great product;;2692;295
2693;Good yeast.;Ive never used other brands, so I dont know what to compare it to. Works great with grape wine. No bad tastes. Fresh.;;2693;295
2694;Problem with pricing;It says a discount for 6 bottles. Then even shows reduced price but when you check out price changes;1.0;700;296
2695;Five Stars;Tastes is so good;5.0;700;296
2696;This has got to be one of the best cabinet I have ever had great taste crisp I ...;This has got to be one of the best cabinet I have ever had great taste crisp I originally bought three bottles I wound up buying a whole case just for the holidays;5.0;2696;296
2697;nice California cab;This Cab is fantastic! I was pleasantly. surprised. Great full-bodied flavor. With 1 cent shipping promotion, the price is decent.;5.0;2697;296
2698;My present to me!;Bought this red wine. For me! My holiday present! I love the crush version of Apothics red blend. Super flavor. It was less expensive to have 6 bottles shipped to me then to buy them at the local store.;5.0;2698;297
2699;Great Wine;Very nice wine - a little lighter than there other reds.;5.0;2699;297
2700;It is so good!! I got a buzz after one glass;It is a not dry... Very smooth, so you can taste the berry and cherry very well. Says it has communion and caramel in it but I couldnt taste either. It is so good!! I got a buzz after one glass. It is 14.5, so if you drink slow, you should be fine. I do not care for too sweet or dry. This makes this blend perfect!;5.0;700;297
2701;Best red wine!;I have been drinking this Apothic California Crush for the past six months and find it totally refreshing. It is so smooth and flavorable. One bottle is usually not enough and I tend to buy six bottles at a time. Fortunately the price in Alaska is much cheaper which makes it even more desirable!;1.0;2701;297
2702;Alright But....;This ointment works fine for dry eye. My only downfall is that it has a metal tip applicator. If it were plastic like the other similar products then I would give it 5 stars.;3.0;276;298
2703;Very good horseradish mustard;I stumbled across this a few years ago, and now its all we use when we can buy it. Great on hot dogs, brats, and the like. Its great to find out that we can order for store pick-up at Walmart. We would highly recommend to anyone that likes a little more kick than normal yellow mustard. To be clear, it is not too spicy at all. We think it is outstanding.;5.0;2703;299
2704;Awesome stuff.;Awesome mustard. Ive been using this brand for several years on German brats I get from a little place in Wisconsin. This review was collected as part of a promotion.;5.0;2704;299
2705;got the best kick to it;Silver Springs has the best spicy mustard ever..... cant find it locally anymore ..... and the value was great !;5.0;2705;299
2706;Great product;No better tasting mustard on a brat!;5.0;2706;299
2707;FANTASTIC;I brought the rose and cab. I just opened the rose and it was just as advertised - not too sweet. Thats the reason I dont drink roses they are either too dry or too sweet, however, this was mildly sweet and not dry at all and VERY SMOOTH. GETTING READY TO DO AUTO SHIP. Im a wine snob and yet I would serve this to a group and my personal wine connoisseur.;5.0;2707;300
2708;Incredible wines;I purchased the 12 Bottle Harvest Collection several weeks ago at the insane low price of $99.00!! I tried the Pinot Noir last night and it was fantastic!! I am looking forward to giving most away as gifts for the upcoming holiday season. You cannot go wrong with these wines! Have a great day everyone!!;5.0;2708;301
2709;I have unclouded fruit/veggie wines!;I had my doubts when I purchased this stuff, and confess to only buying it to be able to follow a recipe verbatim. But I am very impressed. I made a carrot wine, and decided to use a juicer instead of slicing and soaking in sugar to extract the juices. Using a juicer also extracts the pectin. I was going to deal with a cloudy wine since itll taste the same anyway. I added a teaspoon of this Pectic Enzyme to every gallon of my mash, and to my surprise, it worked! I had a very thick and cloudy wine after the first racking, but now that the wine has had its second racking and has been fermenting for nearly three months, it is a beautiful clear orange color, with no cloudy qualities to note! Now that Im a believer, I use it in all of my white or lighter colored wines, and no matter the extraction method I use, Im getting a nice, clear wine a few months later.;;2709;302
2710;Pectic Enzyme;Use this in clearing wine and light fruit beverages. Replacing an itemdifficult to find locally. Works as it should....very satisfactory...;;2710;302
2711;Reasonable Value;Has worked wonders when using fresh fruit. I usually add a little more than the package says to speed things along, but I dont notice a taste or texture difference, even when adding extra later in the process for homebrew. Can be sticky when wet so best poured in with a dry funnel.;;2711;302
2712;I use this to break down fruit;Its just another product youd want to use when you need to break down the fruit for fermentation. If that is your goal, then this is what you need.;;2712;302
2713;Great value;This is a great value ,it was the cheapest I found it anywhere. It worked great for my home made wines.;;2713;302
2714;Pectic Enzyme for wine making;I use this in wine making recipes to aid in clearing and prevent pectin hazes. It does what it is supposed to do.;;2714;302
2715;pectic enzyme;I use this when making fruit wine batches. Helps clear the haze that happens when using fruit or fruit juice.;;2715;302
2716;A great aid in wine making.;Breaks down pectin in fresh fruits and aids in extracting color from the fruit for a better wine.;;2716;302
2717;Five Stars;really good wine and I have already ordered again;5.0;2717;303
2718;Five Stars;Perfect gift for my father for the holidays. Been a family favorite for a long time.;5.0;2106;303
2719;I have never been so happy to receive a package as I was to receive ...;I have never been so happy to receive a package as I was to receive the sampler pack from Barefoot Wine. It was an extremely busy time and I needed a boost. The package was delivered as promised and as described and was chilled! I will purchase again!;5.0;2719;304
2720;Decent wines for a decent price One person found this helpful. Was this review helpful to you Yes No;I like some of these but others had strange tastes. My favorite which is not in this mix, is the sweet red blend.;4.0;2720;304
2721;Taste escapes me;Think this was a good purchase although I had nary a drop ( Must have been a very good choice too, because its on a list to be ordered again.;5.0;2721;304
2722;Very happy;Ive purchased Barefoot Cellars many times and this sampler was a great buy! The price was perfect and getting a chance to sample a little bit of everything is even better. My package came boxed very well and in my set I received a bottle of Pinot Grigio Champagne (saving for special occasion). I had a glass of the Chardonnay last night with dinner and it was so refreshing. Ive had a variety of whites and have tried to find something that I could have with a nice meal or alone (I am not a fan of white wines), but this one was perfect! Definitely could have a glass of this alone while reading a good book.;5.0;2722;304
2723;Christmas Made Easy...;Getting Christmas presents to friends and family in the USA (from the UK) can be frustrating. Established gift companies often charge over the odds for the items they sell, but this Barefoot Cellars Sampler Case is great value (and were told that it tasted great). A nice easy transaction and secure delivery (just as promised) made for satisfying gifting to old friends. Many thanks...;5.0;2723;304
2724;So great to be able to share Barefoot wine with friends ... One person found this helpful. Was this review helpful to you Yes No;So great to be able to share Barefoot wine with friends and family around the country, especially those who are new to wine and dont know which varietal they truly love! iworkhere;5.0;700;304
2725;Great Wine One person found this helpful. Was this review helpful to you Yes No;I love the fact that I can now buy Barefoot Wine for my out-of-state friends and ship it directly to their house. iworkhere;5.0;700;304
2726;Great Deal, Great Taste, Great design!;I really like the foot as a logo, the wine is good but that little foot, sooo cute! And its even on the corks, which weirdly I do save. Thinking of making art out of them. I am an artist and would love to design something for wine bottles. :) Maybe I better go have another glass now! Thank you Barerfoot Cellars!;5.0;2726;304
2727;Vino delivered to your door;Wine from Amazon...whats not to love.;5.0;2727;305
2728;I was not disappointed.;Taste of the selected wine was quite pleasing. It came with suggestions for paring with food. I was not disappointed.;4.0;2728;305
2729;Four Stars;Smooth full bodied wines at a fair price.;4.0;2729;305
2730;She was very happy!!;Gift for my almost (I hope) daughter in law. She was very happy!!!;5.0;2730;305
2731;Worth every penny and more One person found this helpful. Was this review helpful to you Yes No;I enjoyed reading the wine label and descriptions on the back of the bottle as much as drinking this wine. My favorite line was something about the mission of the company to save marriages.;5.0;2731;305
2732;... they said it would - it was also packed beautifully - nothing broken;This package arrived when they said it would - it was also packed beautifully - nothing broken!;5.0;2732;305
2733;Im not a red wine person, but even the ...;Im not a red wine person, but even the Pinot Noir was superb. Wish it was sold locally, but I would definitely order again..;5.0;2733;305
2734;Would Definitely Buy Again One person found this helpful. Was this review helpful to you Yes No;We really enjoy this wine and the name is very unique. Great for gifts, outstanding taste. Would definitely recommend and purchase again. Thanks.;5.0;700;305
2735;Love The Cabernet!;Just as David the host said the cab was awesome! Not dry at all and nice body in the glass. I���m going back for more!;5.0;2735;306
2736;Nice wine;I got the rose. Very good. Not too sweet but mellow. Im not a big wine drinker, it this is the best I drank in a long time. Im going to order more. I should have ordered with tsv.;5.0;2736;306
2737;Dreadful;I bought the rose as they said it was sweetIt turned out to be tasteless and really dry, nasty!Also took over a week to get hereI am tired of how long it takes packages to arrive;1.0;2737;306
2738;not the best;I have purchased this wine with various cheaper brands and have liked it FAR more. Seemed very sour to me. Not mellow at all. PLUS, they did not mention that you need to sign for this wine during the presentation. Just they now deliver to PA. I found this out while tracking . My luck I was home the day of delivery. Will go to the local state store for my regular brand.;1.0;2738;306
2739;Too Sweet!;I was so happy to see Rose lincluded in this set instead of sweet Zinfandel. Unfortunately this rose was sweeter than Zinfandel. Very disappointed!;2.0;2739;307
2740;Worth Exactly What I Paid...;This wine is not great, in my opinion. I know wine taste is subjective, and this is only my opinion. But to me the wines are harsh, not smooth. An $8 taste, not $20 like hosts claimed. Ill drink it, will not gift it as I had hoped to, and have cancelled my auto delivery. I bought the mixed box so Ive tried them all...;3.0;2740;307
2741;Found To Be Poor;Wish this could be a positive review but not this time.Found the reds to be lacking greatly in aroma (nose) and both with an unpleasant finish.Usually we have been pleased overall with the wines but this is a definite miss for us.;1.0;2741;307
2742;Ok, but not what I was looking for.;It my quest to find an equivalent to Stoneys Ginger Beer that is only available in South Africa, this wasnt exactly what I was searching for, but wasnt bad. It didnt make a whole lot either, which was a bummer. Given the trouble of having to by carbonated water and mix it up, I would probably go with another option.;;2742;308
2743;Moscow Mule;Bought this to make Moscow Mules and and following the directions on the bottle for mules, it made great ones. Suggest that you fizz it up with bubble water.;;2743;308
2744;Delicious!;I love this stuff! So versatile - great for tea, hot wing sauce, salad dressing ingredient and what its supposed to be used for - ginger beer. You can even mix that up a bit, too -- I use flavored La Croix soda water (lime, lemon, grapefruit) and thats great too. They label this medium spicy - Id love to see a spicier version.The great thing about this syrup is that you can make your ginger beer as sweet or as dry as youd like. I bought this originally as a one-time purchase, but next time Ill be a subscribed purchaser. Its a must have for me.;;2744;308
2745;A must use;Its better than we thought We have used it to mix with cocktails and in cooking. Would highly recommend it.;;2745;308
2746;Delicious;I love this stuff So versatile - great for tea, hot wing sauce, salad dressing ingredient and what its supposed to be used for - ginger beer. You can even mix that up a bit, too -- I use flavored La Croix soda water (lime, lemon, grapefruit) and thats great too. They label this medium spicy - Id love to see a spicier version.The great thing about this syrup is that you can make your ginger beer as sweet or as dry as youd like. I bought this originally as a one-time purchase, but next time Ill be a subscribed purchaser. Its a must have for me.;;2744;308
2747;Amazing Ginger Beer Syrup;Using this with a soda stream and it works great. The syrup is delicious - spicy and powerful. One of the best Ive ever tried.;;2747;308
2748;Sooo Good;I am obsessed with ginger and I bought this to make cocktails at home. Its just delicious not too spicy and not too sweet. Goes great with vodka, club soda, and lime but I cant wait to get creative with it.;;2748;308
2749;Spicy goodness;Tried this with my sodastream, great flavor, has a nice spicy kick. Enjoying a Dark Stormy as I write this.;;2749;308
2750;Sooo Good!;I am obsessed with ginger and I bought this to make cocktails at home. Its just delicious not too spicy and not too sweet. Goes great with vodka, club soda, and lime but I cant wait to get creative with it.;;2748;308
2751;super good;Its expensive, but its really quite good. If you have a soda stream the price of this bottle is going to be better than for someone like me who is mixing this into store bought seltzer water. Nice spicy flavor, not overly sweet.;;2751;308
2752;A must use;Its better than we thought! We have used it to mix with cocktails and in cooking. Would highly recommend it.;;2745;308
2753;Yummy;I have a hard time finding this brand in the stores. It is the best tasting ginger beer. It makes yummy Moscow Mules!;;2753;309
2754;Five Stars;I must say this is the best ginger beer Ive had. Spicy and just pure ginger...;;2754;309
2755;Five Stars;Really delicious alone or mixed as your favorite cocktail. Very refreshing.;;2755;309
2756;Nice quality.;My husband really enjoyed the flavor.;;700;309
2757;Fever Tree Ginger Beer;Right amount of kick, nice, zippy bubbles. Makes for a marvelous Moscow Mule! Good for a tummy ache as well.;;2757;309
2758;We love the ONEHOPE Reds;We love the ONEHOPE Reds...and are so excited to see the new labels! The pinot is perfect for this time of year, the Cab and Merlot are our year round go tos with dinner. Cannot wait for the UPS guy to role up...Drinking wine with a purpose!;5.0;2758;310
2759;Decent wines that help out some great causes!;I have tried the Cabernet and the Merlot. When I received these I followed the suggestion of letting the wine sit from shipping, and then to open and let sit in order to breathe. I felt the Cabernet was still to young, it had a very strong bite to it. I dont consider myself an expert, but I know a wine I like and have been taught a lot and am still learning. The Merlot on the other hand was much better! It was smooth and had a deep fruit flavor with mild tannins. I would continue buying this one. I have not tried the Pinot Noir yet. Im hoping this will be just as satisfying as the Merlot was. I will add to my review once Ive opened the bottle. And most of all I love how this company takes some of the proceeds and gives them to wonderful causes. That alone is worth buying this!;4.0;2759;310
2760;Good buy;Shipping was excellent and so was the wine. Its nice to be able to purchase a good product and donate to charity at the same time. This is our second time purchasing the wine.;5.0;2760;310
2761;Delicious Wines with a great purpose!!;ONEHOPE creates delicious wines that all support amazing causes. These reds are great for entertaining or relaxing after a long day. Rich and flavorful, each of these reds has their own unique quality. Personally the Merlot is my favorite! Being able to get all of these great wines together is a great deal! Treat yourself to these reds or send them as a gift. You wont be disappointed!!;5.0;2761;310
2762;I absolutely love the ONEHOPE reds and this mixed pack is such ...;I absolutely love the ONEHOPE reds and this mixed pack is such a great deal between the discount and 1 cent shipping. This is my go-to gift for anyone I know who appreciates great wine. Ive been a fan of this winery for a long time and love the sleek new labels!;5.0;2762;310
2763;Fantastic wines supporting great causes;LOVE the new labels and also love knowing that with every sip, we are making a social impact. This is a great gift to send to family and friends... spreading the word about great wines and awesome causes they support!;5.0;2763;310
2764;Not just a great wine!;Ordering this wine was the first time I had ever ordered wine online, and I wasnt sure if I would really like the wines or not. Well I LOVED all of them, even though I am not a huge fan of pinot noirs. I really like that this company donates a percentage of each wine purchased to a different charity. The company is all about sustainability and giving back. One Hope is a company with a cause, AND outstanding wine. There is just so much to love about this wine!;5.0;700;310
2765;I love bringing these to parties and introducing all my friends ...;Ive been following and drinking ONEHOPE wines for a while now! I love bringing these to parties and introducing all my friends to delicious wines that help support so many causes! The Pinot for Paws is my favorite!;5.0;2765;310
2766;Disappointing. Sweet!;I almost cant believe all of the good reviews for these wines. We pretty much couldnt even drink them because they are so sweet, thick and jammy. Like fruit juice. We started with the Pinot Noir and after a few sips, aerating and then a few more sips with dinner, we just poured it out. It did not resemble any Pinot Ive had before. So we moved on to the Cabernet - and it was almost the same thing. I havent tried the Merlot yet but not looking forward to it. If I had bought these at a local shop they would be returned. Unfortunately, I thats not an option since they are open and mail order. Maybe the rest can be frozen for cooking. I do love that this producer gives back to charities, more companies should follow their lead in that respect.;2.0;2766;310
2767;A new favorite;Wine by mail! And such good, full-bodied reds. I will buy again.But along the way, I need a new corkscrew. My serviceable current one struggles with the tight-packed corks. Makes sense who wants leaky wine And re-corking is no cinch, either.I have wandered among the corkscrews sold on Amazon, and have no idea how to choose. If you have a suggrstion, please leave it in comments. Thanks!;5.0;2767;310
2768;LOVE LOVE LOVE this wine;LOVE LOVE LOVE this wine. My friend threw an event and used ONEHOPE and ever since I have been hooked. Bought the 3 pack as a thank you gift and it was a huge hit. Love the fact that this company donates 50 to good causes. Takes the guilt out of drinking, ha!;5.0;2768;310
2769;Fantastic wines supporting great causes;LOVE the new labels and also love knowing that with every sip, we are making a social impact. This is a great gift to send to family and friends... spreading the word about great wines and awesome causes they support!;5.0;2769;310
2770;Its definitely better. The cab is my favorite and I would ... One person found this helpful. Was this review helpful to you Yes No;This is my 2nd purchase of the mixed pack. First purchase were given away as individual gifts. Decided to taste for my self. Im a pinot/cab fan. The pinot was a little on the light side for me but as someone mentioned earlier, open and let sit for a while. Its definitely better. The cab is my favorite and I would purchase again. I shared the merlot with a merlot fan and they liked it a lot. Since part of the proceeds go to various charities its worth the purchase.;4.0;2770;310
2771;One Hope is a Winner One person found this helpful. Was this review helpful to you Yes No;Arrived promptly and well packed. Nice selection of wines which tasted very good. Will be using this often as gifts. By going through Amazon Smile we can contribute to our designated Smile cause and also do some good through donations made by One Hope. Its a real win-win situation.;5.0;700;310
2772;Terrible tasting;The Merlot was harsh, it has my throat burning like moonshine. Never tasted wine like this before. Hope it is just a bad bottle;1.0;2772;310
2773;One of my favorite big reds. Jammy, fruit forward, lush, berries. One person found this helpful. Was this review helpful to you Yes No;One of my favorite big reds. Jammy, fruit forward, lush, berries. Not too sweet (for our taste), tannic (in a good way). I alternate at the moment on a daily basis between Apothic Dark and Gnarly Head Authentic Black. Both selling for 6.99 at Ralphs. (Why would anyone buy online and pay double);4.0;2773;311
2774;Pleasant surprise! Very pleasant.;Wow! I wanted a different kind of wine to serve to friends. Unfortunately (for them) I opened the bottle of Apothic Dark before anyone arrived so I could taste it. By the time they showed up, there wasnt much of the Apothic left to share. Oops. They got the regular wine. This is now by far my favorite wine. By the way, if you like a sweet tickle pink kind of wine, this one is not for you.;5.0;2774;311
2775;it smelled like espresso at breakfast;I am not a fan of red wines. But I study nutrition and am learning about the health benefits of dark red wines. I got this at Trader Joes with fingers crossed. When I opened the bottle, it smelled like espresso at breakfast. I found that odd, but I love coffee, so it gave me hope that I would like it. Sipping this delicious beverage was like warm berries on a summer day. This wine is straight up comfort food. Sublimely satisfying;5.0;2775;311
2776;Five Stars;If you like blends, this is very good.;5.0;2776;311
2777;One of Our Favorites;This is currently one of our favorite wines! Weve even recommended it to friends. Its moderately sweet without to much dryness at the end. The cork is actually black, which we thought was a nice touch.;5.0;2777;311
2778;Deep Rich Excellent;Love this deep rich but not sweet wine. My first taste was few months ago while visiting relatives in Copperhill, Tennessee. I was surprised with the wonderful, smooth taste and flavors, and happy to learn it was a California wine. Upon returning to Calfornia I ordered a case and shared this delicious hearty smooth wine with friends. Apothic also makes a red wine that is not dark, it to is a smooth flavorful wine but not as rich and deep as the dark, it goes great with everything or nothing. Enjoy, Christina;5.0;2778;311
2779;Good Cabernet Sauvignon;Based on reading some of the reviews here, I considered canceling my order. Im very glad I did not! I just received my first shipment, and I have to say I am really enjoying this Cabernet Sauvignon. Im very glad I signed up for auto-ship!;4.0;2779;312
2780;Disappointing;I realize this is an inexpensive bottle of wine but it is tasteless. Will not buy wine from QVC again.;1.0;2780;312
2781;Great wine;This is one of the best Chards that I have had in a long time. Very light and delicious. I have ordered another wine from qvc and this is the best yet. I am on automated ordering and I also changed it to every 60 days. You will not be disappointed.;5.0;2781;312
2782;LOVE;Im not a wine expert, Im a novice, but this wine is delicious! So glad I ordered autoship!;5.0;2782;312
2783;best buy ever;Wine was delicious, best buy ever.;5.0;2783;313
2784;Great Wines!;Weve always had good luck with Smoking Loon and these wines were no exception. Very flavorful.;5.0;2784;313
2785;Made a decent beer;it wasnt that bad...made a nice beer.;;2785;314
2786;Never Again;This whole order was a nightmare from day one ...after almost 2 weeks it came I wish it didn’t...I gifted 2 bottles to my son & when he sent me a text how awful it was & that he dumped it down the drain I was horrified to say the least ...luckily it was my son because I bought these for holiday gifts ...QVC needs more quality control for items like this we work hard for our money & spending it on something I will be dumping down the drain is not acceptable...I was refunded my money but it still is very upsetting that this Vintage wine Estates sells such garbage to a reputable company like QVC;1.0;2786;315
2787;Decent;I have tried the cab and it is acceptable for what I wanted - an after work glass of wine. Put the Pinot away as it is way too young to drink. The rose was refreshing. I have not tried the Chardonnay yet. This group of wines worked for me in that 1) it was about the price of grocery store wine, 2) it was delivered to my house, and 3) I get to try a variety of wines that I normally would not purchase. I marked that I would not recommend this as a gift only because everyones palate is different - I do not usually give wine as a gift.;4.0;2787;315
2788;Great Wine for all food types or by itself!;I have been waiting for this bundle. As the presentation indicated the Rose is not that over bearing sweet, just in the middle and therefore I can enjoy it also, along with the delicious Pino Noir my favorite and the Chardonnay. These are delicious with a meal, by themselves or with cheese - as David says, everything is better with cheese.. I have on Auto- delivery. I wish I could pre-order for next year too.. Very Smooth wine. Everything they said in the presentation with David and other hosts are spot ON! I am enjoying this bundle and you will too.. Thank you QVC and Vintage Wine Estates. Sincerely,;5.0;2788;315
2789;WINES were TERRIBLE, QVC was GREAT!!;"I bought 2 of the wine collections; one in the mixed of white & red and one in the all reds. The only one we thought was somewhat decent was the Chardonnay. The funny thing is, we arent even Chardonnay drinkers! We both thought that one was the only consumable wine. Still bad but the best of the whole lot of wines. Rose was the next best but very tart, pulling slightly sour and not in a good way. Both the Pinot & Cab Sauv were very sour, almost like corked wine tastes. It burned when you drank it, like you were drinking straight rubbing alcohol. Gross! We brought them to the correct temp, let them breathe, etc... but they are just straight up nasty. Was a big disappointment as we were really looking forward to getting them and being on auto-delivery. Im giving 2 stars since the packaging of wine in the boxes & the shipping was great as well as QVC customer service. I called & explained everything to QVC and immediately received a refund!! No hassles, questions, etc... just immediately refunded the 2 payments I already made. While the wines disappointed, QVC did not! Thank you QVC, this is exactly why I will remain a loyal shopper!!";2.0;2789;315
2790;Very disappointed;I consider myself a wine lover but I’m not a wine snob. I decided to finally order wine from QVC and went for the mixed case as I do like reds and whites. After trying each variety, I regret the decision. While not horrible, they aren’t good either. These aren’t wines I’d serve to anyone or drink again let alone purchase again. The rosé is a sweet wine no doubt about it, which isn’t my taste, but it was described as being not too sweet. The chardonnay is the strangest tasting chardonnay I’ve ever tasted. It was described as not being too oaky. I guess I like my chardonnay oaky. And the pinot noir, which the “wine expert” repeatedly mispronounced (RED FLAG) was just bland. The cabernet sauvingnon was supposed to be the best of the bunch and it was private reserve after all but just turned out to be disappointing as well. These wines were touted as having a retail value of $20-$25 per bottle but taste more like sub $10 per bottle, which is exactly how much it works out to when you buy the case. You get what you pay for, as they say. And if something sounds too good to be true, it probably is. Lessons learned in this case.;2.0;2790;315
2791;Disappointed;Got this for the nice variety it offered. Rose is nice, not too sweet not too dry. Pinot noir is average, nothing special or outstanding and I wouldn’t get it again. Chardonnay is awful— maybe just the bottle we opened, but it immediately smelled spoiled and tasted the same. Wound up pouring it down the drain and hoping the next two bottles aren’t rotten as well. Have not tried the Cab yet as it’s my favorite type of wine and I hate to be disappointed—hoping we’ll be two for four at least. Sorry to say next time I’ll pass...;3.0;2791;315
2792;Best purchase for the price;We are still sampling each one - so far favorite is the Chardonnay, but that can change;5.0;2792;315
2793;TASTY TASTY;I just received my collection. I opened the Rose and it was very tasty. This Rose is not overly sweet and that was my main concern. It has a light fruity taste and pairs well with cheeses. I havent tasted the others yet, but this is a great deal for the quantity you receive. I will continue to update as I open the others.;5.0;2793;315
2794;Never Again;This whole order was a nightmare from day one ...after almost 2 weeks it came I wish it didn���t...I gifted 2 bottles to my son & when he sent me a text how awful it was & that he dumped it down the drain I was horrified to say the least ...luckily it was my son because I bought these for holiday gifts ...QVC needs more quality control for items like this we work hard for our money & spending it on something I will be dumping down the drain is not acceptable...I was refunded my money but it still is very upsetting that this Vintage wine Estates sells such garbage to a reputable company like QVC;1.0;2786;315
2795;Very disappointed;I consider myself a wine lover but I���m not a wine snob. I decided to finally order wine from QVC and went for the mixed case as I do like reds and whites. After trying each variety, I regret the decision. While not horrible, they aren���t good either. These aren���t wines I���d serve to anyone or drink again let alone purchase again. The ros�� is a sweet wine no doubt about it, which isn���t my taste, but it was described as being not too sweet. The chardonnay is the strangest tasting chardonnay I���ve ever tasted. It was described as not being too oaky. I guess I like my chardonnay oaky. And the pinot noir, which the ���wine expert��� repeatedly mispronounced (RED FLAG) was just bland. The cabernet sauvingnon was supposed to be the best of the bunch and it was private reserve after all but just turned out to be disappointing as well. These wines were touted as having a retail value of $20-$25 per bottle but taste more like sub $10 per bottle, which is exactly how much it works out to when you buy the case. You get what you pay for, as they say. And if something sounds too good to be true, it probably is. Lessons learned in this case.;2.0;2790;315
2796;Disappointed;Got this for the nice variety it offered. Rose is nice, not too sweet not too dry. Pinot noir is average, nothing special or outstanding and I wouldn���t get it again. Chardonnay is awful��� maybe just the bottle we opened, but it immediately smelled spoiled and tasted the same. Wound up pouring it down the drain and hoping the next two bottles aren���t rotten as well. Have not tried the Cab yet as it���s my favorite type of wine and I hate to be disappointed���hoping we���ll be two for four at least. Sorry to say next time I���ll pass...;3.0;2791;315
2797;Decent but Handle is broken;I love the size and the price on this cooler. However the lower quality than brand name coolers is evident in the finish on this cooler. After about 3 weeks of use the rope handle pulled loose while lifting and the cooler fell to the ground but survived the fall. Trademark Innovations, please send me new plastic handles!;2.0;374;316
2798;OLeary Reds;I bought a case of his reds 6/6 from QVC right before Christmas. I was extremely disappointed with my purchase as were my dinner guests. It is always better to sample a wine before making a purchasing. A lesson learned.;1.0;2798;317
2799;Love the wine;Never ordered wine thru mail but so glad I did. I was pleasantly surprised . I will be ordering again;5.0;2799;317
2800;Meritage is smooth;This wine is quite good and I am glad I have this on auto-delivery. It is robust and smooth. If you enjoy red wine, this ones for you.;4.0;799;318
2801;Meritage is perfect blend;I like full bodied but smooth red. The meritage is a perfect blend of the things I love in red wine. Have alternated lately between a Pinot noir and Cab. This is delicious and perfectly priced.;5.0;2801;319
2802;"3 cheers for ""Mr. Wonderful""";I knew that Kevin OLeary loved good wine. Well, let me tell you, he also makes some delicious wine. I purchased the 3-bottle Chardonnay and it is Wonderful. Im no wine expert, but I know what I like. I enjoy white wine but I dont like sweet, which is why I didnt try the Moscato. I like to enjoy a nice glass of white wine whenever I feel like it. This wine is delightful by the glass - no food necessary. Im very pleased with my purchase and even more pleased that I purchased it on auto-delivery. I cant wait for my next shipment! I highly recommend this wine. Mr. Wonderful will not let you down!;5.0;2802;319
2803;BEST RED!!!;I have ordered wines from OLeary before. I love red wine. But THIS red wine is AWESOME!!! More smooth than Cabernet, and Cab is usually my FIRST choice. That was OK but THIS THIS THIS one ... Auto Delivery for sure!!!!;5.0;2803;319
2804;Totally surprised!;Bought the wine for my son for a Christmas present. Was very skeptical at first. First, I myself really dont care for wine. Leaves a nasty after taste and bitter to me, plus after drinking 1 glass of red, I wake up with a severe headache. Well anyway my son open a bottle, I had ordered all red. I went over to see if I could with stand the smell. Totally surprised I could, so I decided to try it. Very smooth, no after taste. Not a strong, bitter smell. Had guests over for New Years eve and they had enjoyed it just as much as I did and my son. Probably will be ordering again.;5.0;2804;320
2805;Not so great blends;Disappointed with the taste and consistency of these wines. My husband and I were looking forward to sharing them with friends on Christmas Eve. We tried the four variety to be fair and were not satisfied planning to send the rest back.;1.0;2805;320
